Project Id;Region;Country;Project Status;project_name;Project Development Objective;Implementing Agency;Consultant Services Required;Project URL;Board Approval Date;Project Closing Date;Financing Type;Current Project Cost
P169342;South Asia;People's Republic of Bangladesh;Active;BD Rural Water, Sanitation and Hygiene for Human Capital Development  Project;"To (i) improve access to ‘safely-managed’ water supply and sanitation in selected areas of rural Bangladesh; and (ii) strengthen sec tor institutional capacity for water and sanitation.";Department of Public Health Engineering (DPHE), Palli Karma-Sahayak Foundation (PKSF);;https://projects.worldbank.org/en/projects-operations/project-detail/P169342;2020-09-25T00:00:00Z;2025-10-31T00:00:00Z;;550500000
P167339;Latin America and Caribbean;Sint Maarten;Active;Sint Maarten Emergency Recovery Project I;The Project Development Objective (PDO) is to contribute to Sint Maarten’s immediate emergency recovery needs and strengthen institu tional capacity to manage resilient recovery and reconstruction.;Sint Maarten National Recovery Program Bureau, National Recovery Program Bureau;;https://projects.worldbank.org/en/projects-operations/project-detail/P167339;2018-07-10T00:00:00Z;2023-06-01T00:00:00Z;;55200000
P148972;Africa;Africa;Active;AF - Kandadji Niger Basin Water Resources Program APL2A;The Program objective of the Water Resources Development and Sustainable Ecosystems Management APL is to enhance regional coordinati on, development, and management of the Niger Basin's water resources. The development objective of the Kandadji Project is to increa se the capacity for energy generation and enhance the availability and management of water for agriculture development in the Niger part of the Niger Basin, and to improve livelihoods in the Tillaberi region.;;;https://projects.worldbank.org/en/projects-operations/project-detail/P148972;2014-05-22T00:00:00Z;;;55200000
P128304;South Asia;Nepal;Active;Additional Financing for the Project for Agriculture Commercialization and Trade;To improve the competitiveness of project supported smallholder farmers and agribusinesses within selected commodity value chains.;;;https://projects.worldbank.org/en/projects-operations/project-detail/P128304;2012-11-15T00:00:00Z;;;55300000
P169071;South Asia;Islamic Republic of Pakistan;Active;Punjab Rural Sustainable Water Supply and Sanitation Project;The project development objective is to provide equitable and sustainable access to safely managed water and sanitation and reduce c hild stunting.;Local Government Department, Government of Punjab;Yes;https://projects.worldbank.org/en/projects-operations/project-detail/P169071;2021-06-18T00:00:00Z;2028-06-30T00:00:00Z;;553000000
P175717;South Asia;Kingdom of Bhutan;Active;Additional Financing for Food Security and Agriculture Productivity Project;The Project Development Objective (PDO) is to increase agricultural productivity and enhance access to markets for farmers in select ed gewogs in south-west Bhutan.;Ministry of Agriculture and Forests;;https://projects.worldbank.org/en/projects-operations/project-detail/P175717;2021-07-15T00:00:00Z;;;5538000
P155201;Latin America and Caribbean;Republic of Haiti;Active;Municipal Development and Urban Resilience Project;The project Development Objective (PDO) is to (i) reduce urban flooding in the city of Cap-Haïtien, (ii) improve access to quality m unicipal infrastructure in selected municipalities in the Cap-Haïtien metropolitan area, and (iii) support the Republic of Haiti's c apacity to respond to an Eligible Emergency.;Ministry of Interior and Local Authorities, Ministry of Public Works, Transport and Communications;;https://projects.worldbank.org/en/projects-operations/project-detail/P155201;2017-06-20T00:00:00Z;2023-12-31T00:00:00Z;;55400000
P152343;East Asia and Pacific;Mongolia;Active;Second Energy Sector Project;The development objective of the proposed project is to improve reliability and sustainability of electricity services in Mongolia.;Ministry of Energy;;https://projects.worldbank.org/en/projects-operations/project-detail/P152343;2017-06-15T00:00:00Z;2022-09-30T00:00:00Z;;55400000
P171417;South Asia;Islamic Republic of Pakistan;Active;Punjab Resource Improvement and Digital Effectiveness;To increase own source revenue, and improve reliability of resource allocation and access to digital services for people and firms i n the province of Punjab.;Finance Department, Government of Punjab;TBD;https://projects.worldbank.org/en/projects-operations/project-detail/P171417;2020-10-22T00:00:00Z;2025-08-25T00:00:00Z;;554000000
P144279;Europe and Central Asia;Republic of Azerbaijan;Active;AZ Integrated Solid Waste Management Project (AF);The overall project objective is to support the reform of the Greater Baku solid waste collection and disposal operations into an effective and sustainable system in the fields of (i) data collection and strategic planning, (ii) buildup of operational, management and communication capabilities of the responsible agency, (iii) the rollout of collection services, and (iv) the improvement of environmental conditions at the existing waste disposal sites.;;;https://projects.worldbank.org/en/projects-operations/project-detail/P144279;2013-06-27T00:00:00Z;;;55600000
P165585;Latin America and Caribbean;United Mexican States;Active;Additional Financing for Energy Efficiency in Public Facilities Project  (PRESEMEH);The objective is to promote the efficient use of energy in the Borrower’s municipalities and other eligible public facilities by car rying out energy efficiency investments in selected public sectors and to contribute to strengthening the enabling environment.;Secretaría de Energía (SENER);Yes;https://projects.worldbank.org/en/projects-operations/project-detail/P165585;2018-03-30T00:00:00Z;;;55790000
P174813;Africa West;Republic of Sierra Leone;Active;Third Additional Financing for the Sierra Leone Social Safety Net Project;The project development objective is to establish the key building blocks for a basic national safety net system and to provide inco me support to extremely poor households in Sierra Leone.;National Commission for Social Action;;https://projects.worldbank.org/en/projects-operations/project-detail/P174813;2020-12-17T00:00:00Z;;;5580000
P127527;Africa West;Republic of Sierra Leone;Active;Sierra Leone - Reproductive and Child Health Phase 2 ACGF;The PDO is to increase utilization of a package of essential health services by pregnant and lactating women and children under the age of five.  To increase utilization of a package of essential health services by pregnant and lactating women and children under the age of five and support the emergency response needed to contain and control the Ebola crisis.;;;https://projects.worldbank.org/en/projects-operations/project-detail/P127527;2012-09-20T00:00:00Z;;;5600000
P156837;Europe and Central Asia;Republic of Serbia;Active;State Owned Financial Institutions Strengthening Project;The Project Development Objective is to improve the performance of Banka Postanska Stedionica AD Beograd and promote the reform of D evelopment Finance Institutions and Other State-Owned Financial Institutions.;Ministry of Finance;;https://projects.worldbank.org/en/projects-operations/project-detail/P156837;2018-03-20T00:00:00Z;2022-08-01T00:00:00Z;;56000000
P161000;Africa East;Republic of Rwanda;Active;Transformation of Agriculture Sector Program Phase 3 PforR Additional Financing;"The objective of the PforR operation is to increase and intensify the productivity of the Rwandan agricultural and livestock sectors  and expand the development of value chains. The operation supports the Government of Rwanda’s strategic objectives of the Transform ation of Agriculture Sector Program Phase 3 with aims to enhance food security and nutrition contributing to reduction in poverty an d inclusive economic growth. The operation supports four broad program areas: (i) agriculture and animal resource intensification; ( ii) research, technology transfer and professionalization of farmers; (iii) value chain development and private sector investment; a nd (iv) institutional development and agricultural cross-cutting issues.";;;https://projects.worldbank.org/en/projects-operations/project-detail/P161000;2017-02-28T00:00:00Z;;;56000000
P123112;Africa West;Federal Republic of Nigeria;Active;Transforming Irrigation Management in Nigeria;To improve access to irrigation and drainage services and to strengthen institutional arrangements for integrated water resources management and agriculture service delivery in selected large-scale public schemes in Northern Nigeria.;Federal Ministry of Water Resources;;https://projects.worldbank.org/en/projects-operations/project-detail/P123112;2014-06-19T00:00:00Z;2022-04-30T00:00:00Z;;560300000
P172705;Africa West;Republic of Liberia;Active;Liberia Learning Foundations Project;To improve access to early childhood education in targeted counties with improved teacher deployment.;Liberia Ministry of Education;;https://projects.worldbank.org/en/projects-operations/project-detail/P172705;2021-04-02T00:00:00Z;2023-12-31T00:00:00Z;;5605000
P117449;Middle East and North Africa;West Bank and Gaza;Active;Hebron Regional Wastewater Management Project - Phase 1;The objective is to reduce the environmental pollution from wastewater produced in the Hebron Municipality.;Hebron Municipality, Palestinian Water Authority;;https://projects.worldbank.org/en/projects-operations/project-detail/P117449;2015-04-22T00:00:00Z;2022-12-31T00:00:00Z;;56149700
P170001;Europe and Central Asia;Republic of Armenia;Active;EU4Innovation STEM Project;To increase the capacity of the National Center for Education Development and Innovation (NCEDI) to formulate and manage key policie s affecting general education quality and improve the learning environment for STEM education in selected regions.;Ministry of Education, Science, Culture and Sport;TBD;https://projects.worldbank.org/en/projects-operations/project-detail/P170001;2020-04-30T00:00:00Z;2022-12-31T00:00:00Z;;5617748
P120014;Africa East;Republic of Kenya;Active;KE Electricity Modernization Project;"The proposed project development objectives (PDOs) are: (a) to increase access to electricity; (b) to improve reliability of electri city service; and (c) to strengthen KPLC's financial situation.";Rural Electrification and Renewable Energy Corporation, Kenya Power and Lighting Company (KPLC), Ministry of Energy and Petroleum;;https://projects.worldbank.org/en/projects-operations/project-detail/P120014;2015-03-31T00:00:00Z;2021-12-31T00:00:00Z;;562000000
P120014;Africa East;Republic of Kenya;Active;KE Electricity Modernization Project;"The proposed project development objectives (PDOs) are: (a) to increase access to electricity; (b) to improve reliability of electri city service; and (c) to strengthen KPLC's financial situation.";Rural Electrification and Renewable Energy Corporation, Kenya Power and Lighting Company (KPLC), Ministry of Energy and Petroleum;;https://projects.worldbank.org/en/projects-operations/project-detail/P120014;2015-03-31T00:00:00Z;2021-12-31T00:00:00Z;;562000000
P175188;Africa East;Republic of Kenya;Active;COVID-19 HEALTH EMERGENCY RESPONSE PROJECT;To prevent, detect and respond to the threat posed by COVID-19 and strengthen national systems for public health preparedness.;Ministry of Health;TBD;https://projects.worldbank.org/en/projects-operations/project-detail/P175188;2021-01-21T00:00:00Z;;;56431899
P152653;East Asia and Pacific;Pacific Islands;Active;Regional Sustainable Energy Industry Development Project;The project development objective (PDO) is to increase the data availability and capacity of power utilities of the Pacific IslandC ountries and Papua New Guinea (PNG) to enhance their ability to incorporate and manage renewable energy technologies and long-termdi saster risk planning.;Pacific Power Association;;https://projects.worldbank.org/en/projects-operations/project-detail/P152653;2015-09-29T00:00:00Z;2022-02-28T00:00:00Z;;5660000
P116696;Europe and Central Asia;Republic of Kazakhstan;Active;Kazakhstan - Tax Administration Reform Project;The development objective of the proposed project is to reform and strengthen the tax administration in order to improve the level o f voluntary compliance, enhance effectiveness to fight tax evasion, increase administrative efficiency, and reduce the potential for  corruption. The project would have a positive impact on the business climate by improving client services, strengthening institutio nal and human capacity in the tax administration, and reducing the burden of taxpayer compliance.;State Revenue Committee;;https://projects.worldbank.org/en/projects-operations/project-detail/P116696;2010-02-16T00:00:00Z;2021-12-31T00:00:00Z;;56700000
P152936;East Asia and Pacific;Republic of the Union of Myanmar;Active;National Electrification Project;The objective of the Project is to help increase access to electricity in Myanmar, and to provide immediate and effective response i n case of an Eligible Crisis or Emergency.;Ministry of Electricity and Energy, Ministry of Cooperative and Development of Rural Area;;https://projects.worldbank.org/en/projects-operations/project-detail/P152936;2015-09-16T00:00:00Z;2021-09-30T00:00:00Z;;567000000
P168608;Africa West;Republic of Sierra Leone;Active;Resilient Urban Sierra Leone Project;The Project development objective is to improve integrated urban management, service delivery, and disaster emergency management in Western Area and secondary cities of Sierra Leone.;Freetown City Council, Fiscal Decentralization Division in Ministry of Finance, National Disaster Management Agency, Western Area Rural District Council, Bo City Council;Yes;https://projects.worldbank.org/en/projects-operations/project-detail/P168608;2021-06-25T00:00:00Z;2026-07-31T00:00:00Z;;56727262
P128663;Africa East;Republic of Kenya;Active;Health Sector Support Additional Financing;"The objectives of the Project are to improve (i) the delivery of quality essential health and nutrition services and utilization bywomen and children especially among the poor and drought affected populations; and (ii) the effectiveness of planning, financing, and procurement of pharmaceutical and medical supplies.";;;https://projects.worldbank.org/en/projects-operations/project-detail/P128663;2011-12-20T00:00:00Z;;;56800000
P164431;Africa East;Republic of Mozambique;Active;Smallholder Irrigated Agriculture and Market Access Project- IRRIGA  1;The proposed Project Development Objective (PDO) is to improve smallholder agriculture productivity and market access in the project  areas developed with irrigation and provide immediate and effective response to an eligible crisis or emergency. The Program obje ctive of the Series of Projects (SOP) is to increase farmers' productivity and improve rural livelihoods through increased access to  irrigation and markets.;Ministry Of Agriculture and Food Security;;https://projects.worldbank.org/en/projects-operations/project-detail/P164431;2018-06-29T00:00:00Z;2024-12-31T00:00:00Z;;57000000
P147864;South Asia;Republic of India;Active;Uttar Pradesh Core Road Network Development Project;The Project Development Objective is to build capacity for results-focused road safety management in Uttar Pradesh and to improve tr affic flows and safety for all road users on selected corridors of the state core road network;UP-PWD, UP Police Traffic Directorate, Transport Department;;https://projects.worldbank.org/en/projects-operations/project-detail/P147864;2019-03-29T00:00:00Z;2025-06-30T00:00:00Z;;570000000
P155038;South Asia;Republic of India;Active;Andhra Pradesh 24X7 Power for All;The development objective of the project is to increase the delivery of electricity to customers and to improve the operational effi ciency and system reliability in distribution of electricity in selected areas in Andhra Pradesh.;Government of Andhra Pradesh, Andhra Pradesh Central Power Distribution Corporation Ltd, Andhra Pradesh Eastern Power Distribution Company Ltd, The Transmission Corporation of Andhra Pradesh, Andhra Pradesh Southern Power Distribution Company Ltd., Andhra Pradesh Central Power Distribution Company Ltd.;;https://projects.worldbank.org/en/projects-operations/project-detail/P155038;2017-05-26T00:00:00Z;2022-06-30T00:00:00Z;;570000000
P146936;South Asia;Republic of India;Active;Uttar Pradesh Pro-Poor Tourism Development Project;The Project Development Objective is to increase tourism-related benefits for local communities in targeted destinations;Department of Tourism, Government of Uttar Pradesh;;https://projects.worldbank.org/en/projects-operations/project-detail/P146936;2017-12-20T00:00:00Z;2022-12-30T00:00:00Z;;57140000
P132238;East Asia and Pacific;Republic of the Philippines;Active;Multi Donor Facility - PH Mindanao Reconstruction & Development;To improve social and economic recovery in targeted conflict-affected communities of Mindanao through activities which promote confidence-building, peace and demand-driven governance.;;;https://projects.worldbank.org/en/projects-operations/project-detail/P132238;2012-11-26T00:00:00Z;;;5725000
P159307;South Asia;Islamic  Republic of Afghanistan;Active;Third National Solidarity Project;To build, strengthen, and maintain Community Development Councils (CDCs) as effective institutions for local governance and social-economic development.;Ministry of Rural Rehabilitation & Development;;https://projects.worldbank.org/en/projects-operations/project-detail/P159307;2016-06-29T00:00:00Z;;;57255800
P156397;East Asia and Pacific;People's Republic of China;Active;China HCFC Phaseout Project Stage II;The project development objective is to reduce HCFC production and consumption, as well as to avoid and reduce the use of high globa l warming controlled substances in the consumption sector and the emissions of greenhouse gases from the production sector.;Ministry of Ecology and Environment, Foreign Economic Cooperation Office;Yes;https://projects.worldbank.org/en/projects-operations/project-detail/P156397;2018-12-14T00:00:00Z;2027-12-31T00:00:00Z;;573390000
P170559;East Asia and Pacific;Lao People's Democratic Republic;Active;Lao Landscapes and Livelihoods Project;To promote sustainable forest management, improve protected area management, and enhance livelihoods opportunities in selected lands capes in Lao PDR.;Ministry of Agriculture and Forestry;;https://projects.worldbank.org/en/projects-operations/project-detail/P170559;2021-02-23T00:00:00Z;2027-09-30T00:00:00Z;;57366976
P130389;East Asia and Pacific;Republic of Indonesia;Active;Coral Reel Rehabilitation and Management Program -Coral Triangle Initiative (COREMAP-CTI);To strengthen institutional capacity in coastal ecosystems monitoring and research to produce evidence-based resource management inf ormation, and to improve management effectiveness of priority coastal ecosystems;;;https://projects.worldbank.org/en/projects-operations/project-detail/P130389;2014-02-21T00:00:00Z;2022-06-30T00:00:00Z;;57380000
P127813;East Asia and Pacific;Republic of Indonesia;Active;Coral Reef Rehabilitation and Management Program -Coral Triangle Initiative (COREMAP-CTI);To strengthen institutional capacity in coastal ecosystems monitoring and research to produce evidence-based resource management inf ormation, and to improve management effectiveness of priority coastal ecosystems;Ministry of Marine Affairs and Fisheries, Indonesian Institute of Science (LIPI), Indonesian Ministry of National Development Planning (BAPPENAS);;https://projects.worldbank.org/en/projects-operations/project-detail/P127813;2014-02-21T00:00:00Z;2022-06-30T00:00:00Z;;57380000
P132824;Africa West;Gabonese Republic;Active;eGabon;"The Project Development Objective (PDO) is to: (i) improve the timeliness and availability of information to support the delivery an d management of public health services; and (ii) to foster the development and roll-out of eHealth applications and services, and In formation and Communication Technology (ICT) services more generally.";National Commission for Public Infras. Works and Promotion of Small-Scale Enterprises (CN-TIPPEE), Ministry of the Digital Economy;;https://projects.worldbank.org/en/projects-operations/project-detail/P132824;2016-06-03T00:00:00Z;2022-01-05T00:00:00Z;;57500000
P130710;South Asia;People's Republic of Bangladesh;Active;Low Income Community Housing Support Project;<p>The Project Development Objective is to improve shelter and living conditions in selected low income and informal settlements in designated municipalities in Bangladesh</p>;Palli Karma-Sahayak Foundation, National Housing Authority;;https://projects.worldbank.org/en/projects-operations/project-detail/P130710;2016-04-05T00:00:00Z;2021-12-31T00:00:00Z;;57500000
P172689;Latin America and Caribbean;Argentine Republic;Active;BUENOS AIRES WATER SUPPLY AND SANITATION WITH A FOCUS ON VULNERABLE AREAS PROGRAM;The Program Development Objectives are to increase access to safely managed water and sanitation services with a focus on vulnerable  areas of Buenos Aires, and improve AySA´s efficiency and capacity to respond to water and sanitation emergency needs;Agua y Saneamientos Argentinos S.A. (AySA);;https://projects.worldbank.org/en/projects-operations/project-detail/P172689;2021-02-25T00:00:00Z;2026-05-26T00:00:00Z;;576605000
P157585;East Asia and Pacific;Republic of Indonesia;Active;Strategic Irrigation Modernization and Urgent Rehabilitation Project;The Project Development Objective is to improve irrigation services and strengthen accountability of irrigation schemes management i n selected areas.;Republic of Indonesia;Yes;https://projects.worldbank.org/en/projects-operations/project-detail/P157585;2018-06-21T00:00:00Z;2024-06-30T00:00:00Z;;578000000
P144271;Latin America and Caribbean;Republic of Colombia;Active;Forest Conservation and Sustainability in the Heart of the Colombian Amazon;The project's global environmental objective (GEO) is the same as the project's development objective (PDO), namely, to improve governance and promote sustainable land use activities in order to reduce deforestation and conserve biodiversity in the Project area.;Ministry of Environment and Sustainable Development, Parques Nacionales Naturales, IDEAM, Instituto SINCHI de Investigación Amazónica;;https://projects.worldbank.org/en/projects-operations/project-detail/P144271;2014-12-08T00:00:00Z;2024-11-30T00:00:00Z;;57850000
P173776;Europe and Central Asia;Republic of Moldova;Active;Moldova Emergency COVID-19 Response Project;The objectives of the Project are to prevent, detect and respond to the threat posed by the COVID-19 pandemic in Republic of Moldova .;Ministry of Health, Labor and Social Protection;;https://projects.worldbank.org/en/projects-operations/project-detail/P173776;2020-04-24T00:00:00Z;2023-04-30T00:00:00Z;;57900000
P175952;Europe and Central Asia;Republic of Tajikistan;Active;Strengthening Resilience of the Agriculture Sector Project;The development objective of the proposed project is to strengthen the foundations for a more resilient agricultural sector in Tajik istan.;Ministry of Agriculture;Yes;https://projects.worldbank.org/en/projects-operations/project-detail/P175952;2021-06-18T00:00:00Z;2027-06-30T00:00:00Z;;58000000
P129847;Africa East;Republic of Mozambique;Active;Mozambique Mining and Gas Technical Assistance Project;The proposed project development objective is to strengthen the capacity and governance systems of key institutions to manage the mining and hydrocarbon sectors in Mozambique.;Ministry of MIneral Resources, Ministry of Mineral Resources and Energy;;https://projects.worldbank.org/en/projects-operations/project-detail/P129847;2013-03-28T00:00:00Z;2022-12-31T00:00:00Z;;58150000
P163050;Africa East;Federal Democratic Republic of Ethiopia;Active;Ethiopia General Education Quality Improvement Program for Equity;The Program Development Objective (PDO) is to improve internal efficiency, equitable access, and quality in general education (O-Cla ss to Grade 12);Ministry of Education;;https://projects.worldbank.org/en/projects-operations/project-detail/P163050;2017-12-19T00:00:00Z;2025-04-08T00:00:00Z;;582500000
P156012;Africa East;Republic of Burundi;Active;"Health System Support Project (""KIRA"")";To increase the use of quality Reproductive, Maternal, Neonatal, Child and Adolescent Health services, and, in the event of an Eligible Crisis or Emergency, to provide immediate and effective response to said Eligible Crisis or Emergency.;Ministry of Health;;https://projects.worldbank.org/en/projects-operations/project-detail/P156012;2017-02-24T00:00:00Z;2023-06-30T00:00:00Z;;58300000
P147521;Europe and Central Asia;Georgia;Active;Second Regional and Municipal Infrastructure Development Project;To improve access to quality municipal services and infrastructure;Georgia Municipal Development Fund;;https://projects.worldbank.org/en/projects-operations/project-detail/P147521;2014-07-03T00:00:00Z;2024-08-30T00:00:00Z;;58930000
P175263;Africa West;Republic of Liberia;Active;Liberia: Rural Economic Transformation Project;To improve productivity and market access for small holder farmers and agri-enterprises for selected value chains in project partici pating counties.;Ministry of Agriculture;TBD;https://projects.worldbank.org/en/projects-operations/project-detail/P175263;2021-06-04T00:00:00Z;2026-06-30T00:00:00Z;;59000000
P159771;Latin America and Caribbean;Oriental Republic of Uruguay;Active;Improving the Quality of Initial and Primary Education in Uruguay;The objectives of the Project are to improve the teaching practices and the learning environment in early and primary education, as well as the internal efficiency in primary education, all in Full-Time Schools, and to strengthen the evaluation capacity of the edu cation system.;ANEP - Administracion Nacional de Educacion Publica;;https://projects.worldbank.org/en/projects-operations/project-detail/P159771;2016-12-16T00:00:00Z;2022-05-31T00:00:00Z;;59000000
P169003;Africa East;Republic of the Sudan;Active;Sustainable Natural Resources Management Project (SSNRMP3) Second Additional Financing;The Project Development Objective (PDO) and Global Environment Objective is “to increase the adoption of sustainable land and watermanagement practices in targeted landscapes”.;Ministry of Agriculture and Natural Resources;;https://projects.worldbank.org/en/projects-operations/project-detail/P169003;2020-07-23T00:00:00Z;2023-11-30T00:00:00Z;;5936073
P165235;East Asia and Pacific;Kingdom of Thailand;Active;Thailand HCFC Phase-Out Stage II;The project development objective is to contribute to reduce HCFC consumption in Thailand, in doing so, specifically contributing to  Thailand’s efforts to meet and sustain the 2020 HCFC consumption phase-out obligations of the Montreal Protocol and its Multilatera l Fund, as well as the initial requirements of the Kigali Amendment.;Department of Industrial Works;;https://projects.worldbank.org/en/projects-operations/project-detail/P165235;2020-01-10T00:00:00Z;2023-12-31T00:00:00Z;;5944980
P146994;Europe and Central Asia;Republic of Armenia;Active;Trade Promotion and Quality Infrastructure;The Project Development Objective (PDO) is to strengthen the government's capacity to provide export promotion, investment attraction and quality management services to firms.;Ministry of High-Tech Industry, Office of the Prime Minister;;https://projects.worldbank.org/en/projects-operations/project-detail/P146994;2014-07-02T00:00:00Z;2022-05-31T00:00:00Z;;59625000
P175912;Africa East;Republic of Rwanda;Active;Additional Financing for the Sustainable Agricultural Intensification and Food Security Project;To increase agricultural productivity, market access, and food security of the targeted beneficiaries in the project areas.;Rwanda Agriculture and Animal Resources Board (RAB);;https://projects.worldbank.org/en/projects-operations/project-detail/P175912;2021-06-30T00:00:00Z;;;5985295
P160408;South Asia;Republic of India;Active;Maharashtra Project on Climate Resilient Agriculture;To enhance climate-resilience and profitability of smallholder farming systems in selected districts of Maharashtra.;Department of Agriculture, Government of Maharashtra;TBD;https://projects.worldbank.org/en/projects-operations/project-detail/P160408;2018-02-27T00:00:00Z;2024-06-30T00:00:00Z;;599550000
P171667;Other;World;Active;Open Government Partnership Country Capacity Support;To enhance the capacity of the OGP Secretariat to provide technical assistance and knowledge activities to Beneficiary Countries und ertaking open government reforms and participatory policy-making processes.;Open Government Partnership Secretariat Learning and Innovation Team;;https://projects.worldbank.org/en/projects-operations/project-detail/P171667;2021-08-10T00:00:00Z;2024-04-30T00:00:00Z;;600000
P175864;East Asia and Pacific;Republic of Indonesia;Active;Indonesia EITI Transition and Mainstreaming Support;The objective of the Project is to support the Government of Indonesia to transition towards an effective and sustainable extractive  industries transparency mechanism, and improve availability and utilization of extractive sector information to promote inclusive p olicy dialogue.;Ministry of Energy and Mineral Resources;;https://projects.worldbank.org/en/projects-operations/project-detail/P175864;2021-06-24T00:00:00Z;2023-06-30T00:00:00Z;;600000
P167958;Latin America and Caribbean;Dominican Republic;Active;COMMUNITY PARTICIPATION IN HOW IS MY SCHOOL DOING PROJECT;The PDO is to support effective community participation and the generation of systematic feedback on the quality of education throug h a collaborative social accountability mechanism between the school community and the Ministry of Education within the “How Is My S chool Doing” initiative.;World Vision Dominican Republic;;https://projects.worldbank.org/en/projects-operations/project-detail/P167958;2019-08-04T00:00:00Z;2021-12-30T00:00:00Z;;600000
P171745;Africa East;Republic of Burundi;Active;Additional Financing for the Burundi Landscape Restoration and Resilience Project;The Project Development Objective is to restore land productivity in targeted degraded landscapes and, in the event of an eligible c risis or emergency, to provide immediate and effective response to said eligible crisis or emergency.;Ministry of  Environment, Agriculture and Livestock;;https://projects.worldbank.org/en/projects-operations/project-detail/P171745;2021-05-13T00:00:00Z;;;6000000
P174866;Africa East;Union of the Comoros;Active;Second Additional Financing for Social Safety Nets in Comoros;Increase poor communities’ access to safety net, nutrition, and community services.;Projet Filets Sociaux de Sécurité;;https://projects.worldbank.org/en/projects-operations/project-detail/P174866;2021-03-03T00:00:00Z;;;6000000
P172924;Europe and Central Asia;Republic of Tajikistan;Active;Additional Financing for Public Finance Management Modernization Project 2;<p>The development objective of the project is to improve effectiveness, control and accountability of public expenditure of the Rep ublic of Tajikistan.</p>;Ministry of Finance;;https://projects.worldbank.org/en/projects-operations/project-detail/P172924;2020-12-02T00:00:00Z;;;6000000
P173883;Africa East;Kingdom of Eswatini;Active;Eswatini COVID-19 Emergency Response Project;The Program Development Objective is to prevent, detect and respond to the threat posed by COVID-19 and strengthen national systems for public health preparedness in Eswatini.;Ministry of Health;No;https://projects.worldbank.org/en/projects-operations/project-detail/P173883;2020-04-20T00:00:00Z;2024-03-31T00:00:00Z;;6000000
P151604;Latin America and Caribbean;United Mexican States;Active;Mexico Dedicated Grant Mechanism for IP and LC;The objective of the Project is to strengthen the capacity of forest-dependent people from Selected States to participate in local, national and international REDD+ related processes.;Rainforest Alliance;;https://projects.worldbank.org/en/projects-operations/project-detail/P151604;2017-09-15T00:00:00Z;2023-08-01T00:00:00Z;;6000000
P159512;Latin America and Caribbean;Co-operative Republic of Guyana;Active;Guyana Payments System Project;The project development objective is to improve Guyana's national payments system by enhancing safety and efficiency of payments.;Bank of Guyana;;https://projects.worldbank.org/en/projects-operations/project-detail/P159512;2017-03-31T00:00:00Z;2021-09-30T00:00:00Z;;6000000
P149049;Africa East;Democratic Republic of the Congo;Active;Forest Dependent Communities Support Project;The objective of the project is to strengthen the capacity of targeted Indigenous Peoples and Local Communities (IPLC) in selected t erritories and at the national level to participate in REDD+ oriented land and forest management activities. ;National Steering Committee;;https://projects.worldbank.org/en/projects-operations/project-detail/P149049;2016-04-08T00:00:00Z;2022-07-31T00:00:00Z;;6000000
P150374;Africa East;Somali Democratic Republic;Active;Somali Urban Investment Planning;To provide: (i) an assessment of the feasibility of, and preliminary plans for, selected urban investment and institutional strength ening activities in targeted cities, and (ii) enhanced project preparation and implementation capacity of participating agencies.;Mogadishu Municipality, Baidoa Municipality, Kismayo Municipality;;https://projects.worldbank.org/en/projects-operations/project-detail/P150374;2016-02-04T00:00:00Z;2021-12-31T00:00:00Z;;6000000
P151806;East Asia and Pacific;Kingdom of Tonga;Active;Tonga Transport Sector Consolidation Project - Additional Financing;"The objective of the Project is to assist the Recipient to develop its transport sector to have: (i) stronger policy, planning and r egulatory institutions and framework; (ii) improved safety and security facilities and compliance with international safety and secu rity standards; and (iii) greater domestic capacity for road rehabilitation and maintenance.";;;https://projects.worldbank.org/en/projects-operations/project-detail/P151806;2015-09-29T00:00:00Z;;;6000000
P128416;Europe and Central Asia;Europe and Central Asia;Active;DANUBE REGION WATER AND WASTE WATER SECTOR CAPACITY BUILDING PROGRAM;To support the improvement of: (i) water sector related institutions, policies and regulations in participating countries from the D anube region and (ii) the sustainability of DWP developed activities.;International Association of Water Service Companies in the Danube River Catchment Area (IAWD);;https://projects.worldbank.org/en/projects-operations/project-detail/P128416;2012-06-29T00:00:00Z;2021-12-31T00:00:00Z;;6000000
P053094;Latin America and Caribbean;Co-operative Republic of Guyana;Active;Debt Reduction Operation Project;;;;https://projects.worldbank.org/en/projects-operations/project-detail/P053094;1998-10-23T00:00:00Z;;;6000000
P173001;Europe and Central Asia;Republic of Uzbekistan;Active;Tax Administration Reform Project in Uzbekistan;The development objective is to improve the operational efficiency and effectiveness of the State Tax Committee (STC) and increase v oluntary compliance.;State Tax Committee;;https://projects.worldbank.org/en/projects-operations/project-detail/P173001;2021-06-16T00:00:00Z;2026-06-30T00:00:00Z;;60000000
P168812;Africa West;Republic of Mali;Active;Promote Access to Finance, Entrepreneurship and Employment in Mali;To improve access to finance, entrepreneurship and income generating activities for vulnerable segments in Mali.;Ministry of Economy and Finance, Private Sector Guarantee Fund;No;https://projects.worldbank.org/en/projects-operations/project-detail/P168812;2021-03-17T00:00:00Z;2026-03-17T00:00:00Z;;60000000
